Sample.Id,Cancer.Study,Cancer,ACBD3,BZRAP1,CYP11A1,CYP17A1,DBI,AR,BCL2,ESR1,HSD3B2,NFKB1,NFKB2,NKAP,NPC1,NPC2,NR5A1,POMC,PGR,SCARB1,SLC25A4,SLC25A6,SOAT1,STAR,STARD3,TSPO,VDAC1,CYP2W1,FDXR,FDX1,TRERF1
TCGA-LQ-A4E4-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,3090.5765,1319.6168,7.4808,1.4962,2317.0596,1095.6909,1063.7728,26851.1603,0,3955.8582,1151.5477,270.8057,370.0563,1717.0978,2.4936,2.9923,98.2481,919.6423,773.5169,5220.1169,645.3455,2.4936,704.6933,1389.9366,3940.3978,0.4987,354.5909,158.5934,563.5552
TCGA-MS-A51U-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1709.4418,1170.579,25.0391,0.5477,1601.9823,703.1821,1697.4439,3890.4538,10.433,898.8002,830.4643,324.4653,641.0902,2309.3375,7.8247,8.3464,2609.8174,1255.6077,577.4648,10568.5968,1418.8837,9.3897,1175.2739,1965.5712,3513.8237,0.5216,410.0156,355.2426,897.7569
TCGA-OK-A5Q2-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2144.5417,561.0498,30.4298,0,2201.2172,287.1814,1133.8912,5063.1419,1.1411,1564.4732,1706.7326,332.8262,721.0612,3019.0186,0.3804,6.086,247.6949,1120.1978,568.2769,9756.9418,496.3865,6.8467,1523.7733,2691.8981,4296.3104,0,400.9129,238.4937,894.2564
TCGA-OL-A5D6-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1268.0677,94.8232,17.427,24.0902,39956.4326,2272.1681,215.2742,100.4613,9362.8908,1621.7324,935.9303,350.0769,1094.0185,18800.1025,0.5126,6.1507,72.7832,547.9241,1029.7283,16479.2414,372.1169,7.6884,1008.2009,7322.9113,7139.9282,0.5126,395.6945,481.2916,290.1076
TCGA-OL-A5D7-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,879.2259,712.9375,4.3006,1.1468,2260.6618,0.9557,331.6211,110.3811,0,1219.4481,6257.3169,542.8264,1103.4715,2072.3928,2.867,48.7397,9.079,14314.1799,323.9756,15608.6489,947.0792,159.5986,1020.1887,3685.5812,3102.1383,1.4335,770.7562,338.3108,261.8564
TCGA-OL-A5D8-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,990.0744,997.5186,7.8577,1.6543,1019.4376,363.9371,5429.2804,13724.9793,0.4136,4956.5757,1660.0496,410.2564,837.1092,1871.7949,0.4136,10.7527,13527.5517,1542.5972,783.7055,7387.0968,145.1613,5.7899,1255.1696,4124.0695,3479.7353,0,716.708,131.1001,514.0612
TCGA-OL-A5DA-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1274.1128,859.2371,7.0599,0.4153,2252.9538,253.3275,3358.4584,9305.4258,0.4153,870.8653,890.3839,352.1668,548.7323,3245.9146,0.8306,9.967,1384.9291,970.1198,441.8696,7994.352,144.106,9.1364,1166.5525,3399.9875,3160.3646,0,460.5577,164.8705,1892.8964
TCGA-OL-A5RU-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2558.9633,939.9568,19.8704,0.8985,6174.514,737.365,1301.9438,24050.9719,1.2959,1524.406,1497.6242,340.3888,647.0583,2877.3218,0,10.3672,1469.4557,1316.6307,808.6393,7885.9611,335.6371,7.3434,1064.7948,2101.0799,3324.838,0,279.9136,414.6868,186.1771
TCGA-OL-A5RV-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2002.547,956.2162,9.5955,1.2516,2429.757,1431.4039,1704.2509,6874.9941,3.3376,1365.0695,909.9073,377.1463,1100.4329,2389.2889,0.4172,7.0924,8510.3074,1375.9167,595.3405,11689.8681,338.347,2.9204,901.9805,2221.5756,3778.5559,0,380.9011,328.3343,398.4234
TCGA-OL-A5RW-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1369.6635,263.1843,115.5198,0,2966.3486,0,78.8548,25.6153,0.5023,482.672,845.8061,564.5404,574.8016,7865.3943,0,34.1537,4.5203,1198.895,865.3943,20020.5927,175.2888,3.5158,1309.8945,3788.5485,5410.8488,38.674,1815.1683,337.5188,117.5289
TCGA-OL-A5RX-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1620.4576,1220.0021,26.5038,1.6565,2049.9016,345.7915,2695.9313,5475.9292,1.2424,2256.1342,1557.097,338.7514,625.953,2232.5292,1.6565,21.5343,5967.4045,1744.2799,687.4418,10664.8721,634.4342,10.7672,1195.5689,2779.9979,3754.84,0.8282,217.4138,352.4174,364.8411
TCGA-OL-A5RY-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1519.8777,150.3568,36.6972,0.5097,3762.9969,62.6911,432.212,200.3058,0,2001.5291,1759.4292,411.8247,1234.001,6240.5708,0,15.2905,111.1111,1429.6636,556.0652,11748.7258,754.3323,14.2712,22968.9093,4240.5708,4032.1101,0,469.9286,405.1988,357.7982
TCGA-OL-A5RZ-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1117.6471,1474.6803,1.5345,0,5552.9412,261.8926,824.5524,96.6752,1.023,980.5627,748.3376,568.2864,346.2916,1368.2864,0,7.1611,5.6266,767.7749,1348.3376,25252.6854,141.688,1.023,24909.9744,4849.1049,4797.954,28.6445,157.0332,213.2992,1609.7187
TCGA-OL-A5S0-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1302.75,342.6689,13.6865,0,4048.1561,1.0138,131.7957,21.797,0.5069,1071.0937,2704.8536,679.2548,525.3428,6361.171,9.6312,38.018,20.2763,4085.1603,458.2436,6806.7419,1112.1531,4.0553,3409.9607,11297.9344,5193.765,0,241.7944,477.506,95.8053
TCGA-OL-A66H-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1401.5847,706.839,2.5021,0.417,1830.6922,131.7765,4967.0559,9395.3294,0,2773.1443,1701.0008,332.3603,501.7973,3045.4545,1.251,4.5872,299.5121,1392.4103,1344.4537,11423.2694,516.6806,5.8382,1108.8407,3382.819,3022.5188,0.417,537.1143,492.4937,97.9983
TCGA-OL-A66I-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1655.9207,377.6734,16.6927,0,2430.8816,3.3385,2070.7355,94.7314,0,2723.0047,3465.4147,425.2478,1089.3855,4583.8289,1.6693,83.0464,58.0073,2463.8498,368.4924,6707.5639,709.4418,190.2973,958.9984,4954.4079,4838.3933,0.8346,186.5415,426.9171,303.3907
TCGA-OL-A66J-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1566.0207,854.8896,25.2366,0,1598.4678,58.1343,4805.7684,10523.2087,0.9013,1166.2911,1176.2055,400.1803,784.9166,2308.6976,0.9013,13.0689,70.7526,2909.4187,621.4511,9260.9283,357.3682,66.6967,1751.2393,4228.0306,2995.9441,0.4507,494.3668,412.7986,464.1731
TCGA-OL-A66K-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,3146.2025,1442.3376,13.2629,1.2434,2449.0726,86.6231,3794.011,9642.9386,0,1239.6643,1032.0174,402.8598,762.7686,1824.8886,0,7.8748,18964.1364,1208.9939,828.5152,7315.7186,304.6316,2.0723,1221.4278,2207.0252,4834.7322,2.0723,564.0866,271.4745,591.4413
TCGA-OL-A66L-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,971.1504,411.2549,50.3384,1.0638,5139.2615,27.5436,621.6312,3589.6949,5.6987,830.5829,1995.4885,498.1598,378.8674,5950.374,0.9498,63.6353,1197.8535,1896.7114,1126.9144,15009.854,348.0945,6.6485,1922.8303,5923.7801,2389.6474,0.4749,860.501,529.5026,425.0267
TCGA-OL-A66N-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1674.6681,560.3517,30.6575,0.4599,3368.0714,14.0514,725.5618,3520.0818,0.4258,1083.2331,1703.1967,452.1987,431.0833,4322.7132,1.2774,20.0126,47.6895,1248.0174,1242.482,14836.5463,338.5103,10.2192,1514.9935,6739.1235,6324.3951,0.4258,544.1713,247.8151,577.8095
TCGA-OL-A66O-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1212.0882,1086.124,5.0821,4.0766,2934.2046,82.7661,2261.9112,3193.3932,1.452,502.4049,1225.1565,667.2112,426.1585,2145.3852,0,7.9862,1050.7233,3642.0728,1390.6888,8711.4983,94.7454,9.4382,1868.7721,8727.1077,2545.0585,3.2671,1399.038,173.1555,223.6138
TCGA-OL-A66P-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,865.4676,101.4388,59.7122,0,19827.3381,980.5755,241.7266,141.7266,52.518,909.3525,1669.0647,562.5899,1581.3741,9764.7482,0,67.6259,33.0935,851.7986,933.0935,17138.1295,592.8058,7.9137,1948.9209,11107.1942,5824.4604,0.7194,2973.3813,508.6331,202.1583
TCGA-OL-A6VO-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1607.4547,496.9778,4.3653,0.3358,3345.1981,9.0665,394.2243,198.1195,0,860.3089,1439.221,359.6373,931.1753,2955.3392,0.3358,57.4211,3.358,3229.0128,324.043,3495.6347,961.7193,5.3727,1074.2109,4087.3069,6614.1706,0.6716,492.9483,276.0242,497.3136
TCGA-OL-A6VQ-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2459.7699,601.0526,9.0916,1.0102,1678.9066,981.8876,1267.7664,5201.3779,1.0102,1586.9809,1221.2985,333.3569,728.7182,3156.7889,0,7.0712,5466.5481,951.5824,671.7647,8126.8373,1275.8478,8.0814,897.0331,1203.1154,3528.5323,1.0102,231.3295,366.6926,672.7748
TCGA-OL-A6VR-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1283.237,1310.6176,4.5634,1.5881,2063.5838,673.8667,2219.0447,5075.4487,0.9127,1306.3584,698.2051,365.3788,710.5811,3125.9507,0.3042,16.1241,16730.2799,2438.6979,993.307,12826.2854,168.5427,13.0818,1305.7499,3454.2136,5410.4046,0.6085,441.7402,290.5385,572.2543
TCGA-OL-A97C-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1723.16,488.8589,46.5901,0,2126.266,592.8427,1321.4045,4702.9034,0.6752,966.239,785.2802,323.4301,675.0236,3983.1195,318.0284,10.1283,2797.1911,1365.9689,314.6523,10699.5273,936.5294,46.5901,1198.5145,1881.8366,3805.5368,0.6752,327.4814,236.3268,721.1344
TCGA-PE-A5DC-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1128.4473,825.4105,71.2523,2.2277,1458.0964,120.6138,1516.901,6453.0529,60.5215,954.6089,1597.5963,420.2168,483.6012,1753.407,20.6031,369.5676,1422.702,1265.3718,694.9243,10396.8237,143.7923,11.5892,1763.2793,1858.9977,4473.8706,0,1405.301,178.9892,643.8459
TCGA-PE-A5DD-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1134.1948,274.8509,4.4732,0,2575.5467,458.7475,638.668,17416.998,1.4911,1366.7992,1635.6859,484.5924,483.7724,2559.1451,1.9881,9.9404,1925.8598,2453.2803,141.6501,9880.7157,170.9742,2.4851,829.5229,2273.3598,2376.2425,1.4911,195.328,124.2545,1066.6004
TCGA-PE-A5DE-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2327.7815,230.0688,8.883,0.8883,2774.1506,291.8055,1165.4453,7731.2903,0,2191.4279,1455.9183,524.095,585.3875,4047.968,0,17.7659,2711.7566,1129.0251,349.5447,11427.0486,779.0362,4.8856,951.8099,2267.8215,3121.0304,0.4441,268.7097,286.0315,1129.0251
TCGA-PL-A8LV-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1377.6863,618.1984,8.2305,0.4572,3392.7755,7.316,327.8464,82.7618,0.4572,810.2423,1075.9031,406.4929,998.4225,14588.9346,4.1152,9.1449,37.4943,995.8848,872.8852,4407.8647,465.0206,10.5167,1063.1001,6914.952,3356.1957,0,286.6941,408.3219,231.3672
TCGA-PL-A8LX-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1191.9439,1304.1059,190.4974,3.2313,2060.3093,15.133,2503.6163,31780.1268,6.2312,1567.5976,595.972,619.1165,554.7257,1582.2855,0,8.9017,2642.5414,2450.6509,1239.5683,11353.2881,234.561,6.6763,950.7066,1507.9559,3141.8716,0.4451,816.2902,244.353,181.5956
TCGA-PL-A8LY-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,878.4893,651.8883,49.8084,0.6349,5293.3771,68.4182,1293.3771,2215.1067,0.5473,1474.0011,920.0876,354.1325,746.9184,3817.1866,1.0947,51.9978,1269.8632,1519.4308,704.4335,20810.0712,232.6218,19.1571,776.6831,2737.8216,5020.7991,0,442.2551,465.2436,204.7072
TCGA-PL-A8LZ-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2100.5658,210.9533,16.6542,0.427,4000.8541,10.6758,216.0777,31.6003,0.427,1563.3607,1904.1315,381.7658,909.3157,2136.8635,1.2811,11.5298,41.849,1615.4585,473.1504,7301.3772,1906.6937,1.2811,960.8199,1878.5097,3243.301,2.1352,304.0461,588.4488,211.3804
TCGA-S3-A6ZF-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,3789.4218,227.3325,4.2707,0.657,1542.3784,166.2286,658.3443,15499.0145,0.657,1481.6032,1072.2733,1227.0039,468.1373,2135.0197,0.3285,9.8555,721.1892,1395.5322,736.2024,12157.0302,692.1813,82.4573,802.5624,1190.8673,5842.3127,0.9855,309.7898,253.2852,170.1708
TCGA-S3-A6ZG-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,3143.0772,1348.726,2.8066,1.5779,2272.0965,1472.2162,2041.6437,16224.9394,2.4948,1927.8206,926.489,736.5759,815.4631,1809.6316,0,5.3014,7051.0239,1134.489,633.6673,7333.9508,2003.2868,19.958,1085.5295,1835.8265,2529.0561,1.2474,516.7258,126.6087,541.6733
TCGA-S3-A6ZH-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,4016.0617,339.1859,1.2597,2.0439,2837.2569,399.6536,1111.4086,4614.7547,0.3149,717.7388,349.8937,527.5175,784.7603,3300.8425,0.3149,11.3377,9810.0433,1443.036,609.7158,3274.3878,253.2084,13.5422,1495.6303,1796.394,5637.6663,0.6299,373.199,164.7114,625.7775
TCGA-S3-AA0Z-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,3017.1292,214.1144,3.0832,1.1819,2216.8551,16.7866,1327.1668,4306.2693,0.6852,916.4097,1518.6708,388.8318,1276.8722,1794.4502,2.0555,9.9349,19.5272,3535.1148,300.4454,2226.79,2038.0267,6.5091,757.7938,5576.9099,2885.2347,1.0277,311.7506,169.236,231.2436
TCGA-S3-AA10-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1624.4151,1072.735,1.7014,0,1985.5381,5.1042,416.8439,67.2054,0.8507,2518.5028,1997.4479,342.4075,841.2973,7043.8111,0,17.014,17.8647,1652.9137,435.5593,10521.0549,863.4624,6.3803,1376.4356,3569.5449,3594.2152,6.8056,186.7291,426.627,261.1655
TCGA-S3-AA11-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1673.9227,1136.8281,7.108,0.9551,1949.3558,628.6095,1599.7335,20351.3994,0.4442,1593.9582,757.8854,315.8596,587.6188,2334.9622,0.4442,147.49,2026.5171,1454.9089,579.7423,8808.0853,336.295,9.3292,1102.1768,2400.7108,3816.526,0.4442,326.5215,301.6437,787.2057
TCGA-S3-AA12-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1176.8813,963.2592,2.4498,5.1495,2810.8942,162.1764,1396.8728,23092.2531,2.9398,1094.5682,1033.3233,332.1921,756.9571,765.3158,0,8.3293,35.277,957.8697,1158.2629,8432.1927,315.5335,49.4858,1178.8411,1834.4061,3896.1532,1.4699,484.0794,126.8994,915.7332
TCGA-S3-AA14-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1464.0084,682.9785,12.9608,1.127,4199.867,2359.995,1302.28,1745.2017,2026.395,1291.0097,744.965,380.9352,1169.5782,2907.7303,0,5.6351,2868.2392,539.846,453.6285,9699.7599,296.4082,4.5081,4046.0278,1085.8907,4233.6778,0.5635,461.5177,522.9406,486.3123
TCGA-S3-AA15-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1433.7789,267.3147,89.3074,0,1941.6768,29.7691,539.4897,216.8894,0.6075,1417.3755,1724.7874,385.7837,1077.175,3822.6002,0.6075,72.2965,65.6136,1168.8943,442.8919,11040.0972,910.0851,35.2369,1106.3183,2204.1312,2968.4083,0,330.4982,456.2576,272.7825
TCGA-S3-AA17-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2230.077,1167.9497,8.2403,0.4814,2300.3361,661.39,5550.4716,19973.1107,1.3011,1669.7387,2108.2077,343.0554,1150.7319,1959.8829,0.4337,10.4088,61.1515,1880.5161,61.1515,11314.7566,545.5925,6.5055,1059.0914,2062.2357,3133.4707,1.3011,570.747,167.4076,1461.5635
TCGA-UL-AAZ6-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1506.668,1440.397,1.1977,4.6669,2552.6326,208.7937,1776.1436,8205.2326,5.1899,516.1955,1009.6352,671.0941,765.7938,2288.3469,0,3.593,388.9511,2317.4902,1008.8368,13532.0666,158.0924,7.9845,30684.2884,1438.0016,4642.5656,3.1938,670.6948,374.4713,911.4264
TCGA-UU-A93S-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,2745.2967,9.4067,0.7236,0,5243.1259,72.3589,170.767,83.9363,0,926.1939,2439.9421,509.4067,950.8611,1792.33,6.5123,2.1708,36.1795,1264.11,725.0362,17124.4573,1221.4182,9.4067,37356.0058,2534.7323,5427.6411,0,261.2156,537.6266,411.7221
TCGA-V7-A7HQ-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,620.1484,608.4474,30.176,3.695,4546.7282,38.1819,1358.5375,7810.0511,5.5425,482.8166,1333.904,500.6759,317.8337,6084.4744,0,11.7009,9021.5266,1945.4306,888.6535,11601.7625,226.6282,12.3167,2282.9096,6593.1562,4091.0085,0,2271.8245,416.922,399.6785
TCGA-W8-A86G-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1376.8391,1552.9188,23.2558,2.9663,2988.1348,164.6891,1612.7195,12464.1671,1.8984,958.7091,1215.9468,326.056,918.6616,3799.2406,7.1191,4.2715,2945.178,607.0242,629.3308,11355.9563,180.3512,9.4922,999.0508,2479.8291,4532.0361,0.4746,723.7779,317.0384,693.4029
TCGA-WT-AB41-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1227.1293,967.6656,138.8013,1.5773,4141.1672,20.5047,1477.1293,8922.7129,0.7886,692.429,2462.9338,510.2524,521.4669,5986.5931,0,29.1798,216.0883,1248.4227,566.2461,9284.7003,189.2744,80.4416,1776.8139,6041.7981,2294.164,1.5773,649.8423,287.0662,776.0252
TCGA-WT-AB44-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1369.9857,833.2315,42.3539,4.0725,5950.7229,22.8059,161.2706,4558.7457,0,883.7304,2849.1142,227.245,1202.7611,9405.0092,0,3.258,195.4795,970.0672,450.4174,5674.608,524.5368,4.0725,720.8308,1989.8188,5800.8552,0.8145,158.8271,680.1059,618.204
TCGA-XX-A899-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1794.4882,910.2362,28.7402,2.189,1913.3858,259.4488,1139.3701,2731.4961,0,1691.3386,1659.0551,305.1181,889.5197,2737.4016,1.1811,13.7795,11565.9291,1339.3701,340.9449,8333.0709,672.8346,17.7165,1038.189,2018.8976,3711.4173,0,566.9291,246.063,453.5433
TCGA-XX-A89A-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1968.3514,736.4195,77.9405,0.6188,3008.0302,303.7317,836.5612,2499.7638,1.8895,2698.1578,2449.693,485.5928,657.4917,3737.3642,0.4724,12.2815,1800.6519,2210.2031,476.6179,14524.7992,794.9929,3.7789,977.3264,1810.1086,3392.0642,0,240.4346,306.5659,382.6169
TCGA-Z7-A8R5-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1064.4208,452.1698,30.4632,0.5973,5663.1724,22.1008,815.3391,3301.3768,1.1946,1379.8047,1513.6039,458.7403,722.9699,11740.8834,0.5973,26.282,439.0288,1351.1334,755.01,17053.4301,455.7537,12.5437,1305.1399,4357.4351,4091.6286,0,395.4245,695.2782,226.3835
TCGA-Z7-A8R6-01,"Breast Invasive Carcinoma (TCGA, Provisional)",Breast,1270.1174,310.7438,1.0439,0.348,2325.5328,257.5033,882.8186,6429.9261,0.348,1012.9622,1068.9865,528.2297,727.2658,2792.5185,0,8.3515,2240.3932,1122.575,296.8247,8700.8264,303.0883,3.8278,1085.6894,2919.8782,5704.3932,0,377.5555,158.3297,976.7725
TCGA-2W-A8YY-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1389.1273,751.4306,2.1459,37.8505,3562.5894,12.8755,236.4092,232.475,0.3577,819.3848,1263.5908,513.5908,1208.1009,3871.9599,1.073,8.9413,9.299,2284.6924,859.0844,10835.1216,598.7124,2.1459,1134.4778,2856.2232,5742.4893,282.1888,535.4077,629.4707,356.9385
TCGA-4J-AA1J-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1706.9628,240.9227,1.7087,0.4699,2573.2593,24.3486,431.8667,343.8701,0,2575.3951,2361.8112,280.2221,1435.1986,2471.5933,0,5.5532,335.754,539.0859,338.7441,8953.8659,357.5395,4.6988,12932.0803,4353.2678,2482.2725,1497.6506,465.613,258.8637,1920.1196
TCGA-BI-A0VR-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1867.374,294.7244,18.4694,0.393,3286.3739,2.7508,304.1556,1028.3918,0,2998.7229,2411.6318,786.3248,1949.2956,2568.4252,0.393,75.4495,27.9006,400.4323,864.918,14317.7129,616.9565,21.2202,858.6305,3129.1875,4913.2528,5.5015,872.3843,451.1249,662.1476
TCGA-BI-A0VS-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1276.7204,58.2207,0.689,1.8982,2505.5551,9.9905,145.3794,258.3757,0,992.5071,1294.6344,610.1111,1812.2539,5976.4017,3.7895,4.823,72.6897,656.2742,419.2576,7785.7204,557.747,42.3736,806.1321,1897.1665,4056.1536,32.0386,722.4184,303.5053,100.5943
TCGA-BI-A20A-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1027.2193,754.5297,0.9928,2.3165,3767.6843,86.3738,321.006,1612.6417,0,1163.8951,1306.5277,735.3355,1564.1466,4660.8753,0.9928,12.2446,133.0355,352.7757,657.235,30089.8486,517.2499,19.856,1479.2753,4467.6098,4159.8412,41.6977,1189.708,426.9049,1084.14
TCGA-C5-A0TN-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1205.5066,62.5078,126.0077,0,2544.4624,1.4883,72.9257,20.8359,0,1247.1785,1687.7093,457.398,1536.4653,6595.0639,2.9766,10.9141,667.6423,1811.2365,377.0309,9930.795,1122.163,3.4727,1189.1356,4824.0109,3088.6767,1.4883,936.128,408.7809,542.2299
TCGA-C5-A1BE-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1568.0473,155.6213,1.7751,0.2959,5653.5503,1.1834,243.787,60.355,0,1767.4556,1248.2249,410.9467,1286.4675,3196.4497,0.5917,410.6509,20.1183,238.4615,921.3018,10486.6864,321.5976,10.0592,1026.9231,4457.6923,2444.3787,2.3669,701.1834,278.6982,834.9112
TCGA-C5-A1BF-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1792.0977,296.2944,96.3763,1.2575,1998.8231,5.7324,305.2513,87.7777,0.7166,2076.569,2171.8705,444.6208,2440.6995,3713.1748,2.1497,5.7324,9.6735,2434.487,1397.9938,14949.0755,1020.0124,1.0748,1132.8694,1650.5786,6546.0649,0.3583,581.124,457.877,437.4553
TCGA-C5-A1BI-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,2331.8741,156.6036,16.189,0,2446.5185,6.9381,214.4214,751.3009,0,2614.3553,1742.1327,372.677,3092.819,3303.213,0.3304,8.5901,460.8243,307.2603,720.2445,7616.7506,315.5199,8.9205,1081.3579,4037.9945,4540.5138,0.9912,869.2492,509.4573,950.1941
TCGA-C5-A1BJ-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1478.0194,210.8031,7.4119,0.218,2345.2113,12.8618,257.4544,323.7255,0,2713.6261,1963.0626,305.1957,1811.6724,2190.2154,1.308,25.7236,442.5338,618.6754,950.2487,8321.3798,537.7985,47.9593,904.9054,3533.9487,3580.6,70.195,614.9694,277.9461,1117.2344
TCGA-C5-A1BK-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1242.2067,166.6845,0.857,0.5228,2978.4681,1.714,263.9529,225.3883,0.4285,1274.7724,2440.2785,584.0386,1328.3085,4691.1623,2.1425,29.9946,84.7006,516.7649,755.4365,8913.9796,209.1055,12.8548,1017.2469,6469.8447,3834.601,2.1425,1150.0803,311.9443,826.5667
TCGA-C5-A1BL-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1751.0149,63.1484,1.8042,0,2295.4443,1.8042,206.1344,180.424,0.4511,2898.0604,1452.4132,487.1448,1763.0943,3394.2264,3.1574,2.7064,40.5954,791.6103,454.6685,9716.2833,924.2219,36.9869,795.6698,3627.4244,4953.5408,6.7659,585.9269,262.0659,808.2995
TCGA-C5-A1BM-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,3040.5719,31.6847,0.3864,0.7728,2907.6507,8.1144,186.2442,1700.1546,0,2670.7883,1557.5734,259.66,2507.1638,3879.83,0.7728,8.5008,16.6151,558.3462,267.0015,7897.2179,1121.7156,9.66,997.2952,4013.9104,5538.6399,0,431.9938,311.4374,649.1499
TCGA-C5-A1BN-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,2009.6943,21.6058,17.7097,0,1888.5601,1.4168,165.0542,93.8613,0,1634.6033,1998.7143,292.2097,2376.6424,3383.9653,0,3.5419,24.0852,472.4942,297.5226,10680.3527,1752.9039,2.1252,855.3775,3575.9382,3604.9821,47.4619,867.42,265.9994,1261.6375
TCGA-C5-A1BQ-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1290.1287,170.5361,6.534,0,2234.2846,0,173.4764,2321.8396,0,2074.8562,558.6528,386.1565,1458.8712,3261.7485,0.6534,32.9965,2.9403,924.5541,1046.739,14372.0791,805.9629,7.8407,942.8492,3829.8755,6880.904,1.9602,637.3869,594.2629,1496.6015
TCGA-C5-A1M5-01,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA, Provisional)",SqCCx,1309.6084,399.6857,19.389,0.6803,4639.0753,4.0819,671.472,206.4759,0.3402,2713.1005,2569.5538,612.2845,1090.7848,3130.8146,0,7.1433,41.8394,240.8319,669.7712,17313.7039,345.2604,19.389,876.9274,4136.6619,3481.8577,9.5244,675.5539,301.38,516.3599
